Course title,Course_Type,Organization,Skills,Workload,Difficulty_level,Language,Course_link,Ratings,Review count,Payment_Model
Kickstart Your Creativity with Procreate: Fun Objects,Individual Course,Skillshare,Music And Art,,N/A,en,https://www.coursera.org/learn/kickstartyourcreativitywithprocreatefunobjects,N/A,3,Free Audit / Pay for Cert
Chronically Ill in an Emergency: Why Mental Health Matters,Individual Course,University of Copenhagen,"Public Health, Healthcare Management",,N/A,en,https://www.coursera.org/learn/mental-health-emergencies,4.7,40,Free Audit / Pay for Cert
Child Housing Assessment for a Safer Environment Teach-Out,Individual Course,Johns Hopkins University,"Public Health, Personal Development",,N/A,en,https://www.coursera.org/learn/housing-assessments-child-safety,N/A,1,Free Audit / Pay for Cert
Getting Started with Application Development - Português,Individual Course,Google Cloud,Cloud Computing,,Intermediate,pt-BR,https://www.coursera.org/learn/getting-started-with-application-development---ptbr,N/A,0,Free Audit / Pay for Cert
"Korean Music, A Philosophical Exploration",Individual Course,Sungkyunkwan University,"Philosophy, Music And Art","7 weeks of study, 1-2 hours/week",Intermediate,en,https://www.coursera.org/learn/korean-music-a-philosophical-exploration,4.8,11,Free Audit / Pay for Cert
Optimizing Generative AI on Arm Processors,Individual Course,Arm,"Software Development, Electrical Engineering","4 weeks of study, 3-6 hours/week",Intermediate,en,https://www.coursera.org/learn/optimizing-generative-ai,N/A,0,Free Audit / Pay for Cert
Generative AI Foundations,Individual Course,Edureka,"Machine Learning, Algorithms","4 weeks of study, 2-3 hours/week",Beginner,en,https://www.coursera.org/learn/generative-ai-foundations,4.0,16,Free Audit / Pay for Cert
Analysis and Interpretation of Large-Scale Programs,Individual Course,Johns Hopkins University,Public Health,,Intermediate,en,https://www.coursera.org/learn/analysis-and-interpretation-of-large-scale-programs,4.8,11,Free Audit / Pay for Cert
Supply Chain Digitization: Strategy and Design,Individual Course,IIMA - IIM Ahmedabad,"Business Strategy, Machine Learning","6 weeks of study, 5-6 hours/week",Intermediate,en,https://www.coursera.org/learn/supply-chain-digitization-strategy-and-design,4.8,63,Free Audit / Pay for Cert
More Chinese for Beginners,Individual Course,Peking University,"Other Languages, Personal Development","6 周课程, 2-4 小时/周",N/A,en,https://www.coursera.org/learn/more-chinese-for-beginners,4.8,1445,Free Audit / Pay for Cert
Mastering Data Analysis with Pandas,Individual Course,Coursera,"Data Analysis, Probability And Statistics",2 hours,Beginner,en,https://www.coursera.org/learn/learning-path-data-analysis-with-pandas,4.6,26,Free Audit / Pay for Cert
Marketing Management,Individual Course,S.P. Jain Institute of Management and Research,"Marketing, Leadership And Management","5 weeks of study, 6-7 hours/week",Beginner,en,https://www.coursera.org/learn/spjimr-marketing-management-mooc,4.8,32,Free Audit / Pay for Cert
Machine Learning Fundamentals,Individual Course,Dartmouth College,"Algorithms, Electrical Engineering",34 hours,Intermediate,en,https://www.coursera.org/learn/machine-learning-fundamentals-dartmouth,N/A,0,Free Audit / Pay for Cert
Ciencias naturales en el nivel medio: del fenómeno a la idea,Individual Course,Universidad Austral,Education,,Beginner,es,https://www.coursera.org/learn/ciencias-naturales-fenomenos-ideas,N/A,0,Free Audit / Pay for Cert
Deploy and Test a Visual Inspection AI Component Anomaly Detection Solution,Individual Course,Google Cloud,"Cloud Computing, Design And Product",90 minutes,Beginner,en,https://www.coursera.org/learn/googlecloud-deploy-and-test-a-visual-inspection-ai-component-anomaly-detec-s3gsn,N/A,0,Free Audit / Pay for Cert
"CPS Design for Mechatronics, Healthcare, EV & Robotics",Individual Course,L&T EduTech,"Electrical Engineering, Research Methods",,Intermediate,en,https://www.coursera.org/learn/cps-design-for-mechatronics-healthcare-ev--robotics,N/A,4,Free Audit / Pay for Cert
Hands-On Labs in Google Cloud for Security Engineers,Individual Course,Google Cloud,"Security, Cloud Computing","This specialization is designed to be completed in 1 week, in approximately 5.5 hours.",Intermediate,en,https://www.coursera.org/learn/hands-on-labs-google-cloud-security-engineer,4.8,67,Free Audit / Pay for Cert
Cloud Computing Primer: Platform as a Service (PaaS),Individual Course,Codio,Cloud Computing,"4 weeks of study, 2-3 hours/week",Beginner,en,https://www.coursera.org/learn/codio-cloud-computing-primer-semi-tech-business-platform-as-a-service-paas,4.6,11,Free Audit / Pay for Cert
AI's Existing Impact,Individual Course,Emory University,"Marketing, Machine Learning","3-6 weeks of study, 2-5 hours/week",Intermediate,en,https://www.coursera.org/learn/aiexistingimpact,4.9,11,Free Audit / Pay for Cert
Vertex AI と Flutter による 生成 AI エージェントの構築,Individual Course,Google Cloud,"Software Development, Cloud Computing",,Beginner,ja,https://www.coursera.org/learn/build-generative-ai-agents-with-vertex-ai-and-flutter-ja,N/A,0,Free Audit / Pay for Cert
Principles of Secure Coding,Individual Course,"University of California, Davis","Computer Security And Networks, Security","4 weeks of study, 2-5 hours/week",Intermediate,en,https://www.coursera.org/learn/secure-coding-principles,4.4,377,Free Audit / Pay for Cert
Building AI Applications with Haystack,Individual Course,DeepLearning.AI,"Software Development, Algorithms",1 hour,Intermediate,en,https://www.coursera.org/learn/building-ai-applications-with-haystack,4.5,4,Free Audit / Pay for Cert
Introduction to C++,Individual Course,Infosec,"Security, Software Development",,N/A,en,https://www.coursera.org/learn/introduction-to-c,N/A,23,Free Audit / Pay for Cert
Miro for Beginners: Create an interactive presentation,Individual Course,Coursera,"Business Essentials, Business Strategy",1.5 hours,Beginner,en,https://www.coursera.org/learn/miro-for-beginners-create-an-interactive-presentation,N/A,0,Free Audit / Pay for Cert
Dell Technologies Technical Support for Software,Individual Course,Dell,"Cloud Computing, Computer Security And Networks",,Beginner,en,https://www.coursera.org/learn/dell-technical-support-for-software,5.0,10,Free Audit / Pay for Cert
Introduction to UX/UI Design,Individual Course,IBM,"Design And Product, Mobile And Web Development","4 weeks of study, 2–3 hours/week",Beginner,en,https://www.coursera.org/learn/introduction-to-uxui-design,4.7,85,Free Audit / Pay for Cert
Optimize Deep Learning: Tune PyTorch Models,Individual Course,Coursera,"Machine Learning, Software Development",176 minutes,Intermediate,en,https://www.coursera.org/learn/optimize-deep-learning-tune-pytorch-models,N/A,1,Free Audit / Pay for Cert
Women's Leadership: Boost your skills and drive change,Individual Course,Banco Interamericano de Desarrollo,"Personal Development, Philosophy","2 weeks of study, 10 hours/ week",Beginner,en,https://www.coursera.org/learn/womens-leadership-boost-you-skills-and-drive-change,N/A,4,Free Audit / Pay for Cert
Tencent Cloud SysOps Associate,Individual Course,Tencent Cloud,"Cloud Computing, Software Development","11 weeks of study, 1 hour/week",Intermediate,en,https://www.coursera.org/learn/tencent-cloud-sysops-associate,N/A,3,Free Audit / Pay for Cert
DaVinci Resolve 19 Masterclass: Video Editing Basics,Individual Course,Skillshare,Music And Art,,N/A,en,https://www.coursera.org/learn/davinci-resolve-19-masterclass-video-editing-basics,4.3,22,Free Audit / Pay for Cert
"Applied Public History: Places, People, Stories",Individual Course,University of London,"History, Education",,Beginner,en,https://www.coursera.org/learn/uol-public-history,4.8,113,Free Audit / Pay for Cert
"Oracle Performance: Exadata, Enterprise Manager Mastery",Individual Course,Coursera,"Software Development, Data Management",1 Hour,Advanced,en,https://www.coursera.org/learn/oracle-performance-exadata-enterprise-manager-mastery-1,N/A,4,Free Audit / Pay for Cert
In Depth CapCut Video Editing Masterclass: Advanced Tools,Individual Course,Skillshare,"Music And Art, Design And Product",,Beginner,en,https://www.coursera.org/learn/in-depth-capcut-video-editing-masterclass-advanced-tools,N/A,7,Free Audit / Pay for Cert
Español Principiante A1,Individual Course,Università di Napoli Federico II,"Other Languages, Personal Development",6 weeks/18 hours,Beginner,es,https://www.coursera.org/learn/espanol-principiante,N/A,2,Free Audit / Pay for Cert
Responsible AI Practices,Individual Course,Amazon Web Services,Machine Learning,,Beginner,en,https://www.coursera.org/learn/responsible-artificial-intelligence-practices,4.0,46,Free Audit / Pay for Cert
Gemini in Google Drive - Français,Individual Course,Google Cloud,Cloud Computing,,Beginner,ja,https://www.coursera.org/learn/copy-of-gemini-in-google-drive-fr,N/A,0,Free Audit / Pay for Cert
Piano Techniques for Modern Music,Individual Course,Berklee,Music And Art,6-8 hours/week,Beginner,en,https://www.coursera.org/learn/piano-techniques-for-modern-music,5.0,24,Free Audit / Pay for Cert
EV Evolution: Comprehensive Introduction to EVs,Individual Course,Coursera,"Electrical Engineering, Machine Learning",90 minutes  ,Beginner,en,https://www.coursera.org/learn/ev-evolution-comprehensive-introduction-to-evs,4.3,69,Free Audit / Pay for Cert
Introduction to Complex Analysis,Individual Course,Wesleyan University,Math And Logic,"8 weeks of study, 6-12 hours/week",Intermediate,en,https://www.coursera.org/learn/complex-analysis,4.8,1090,Free Audit / Pay for Cert
"Unión Europea: Historia, Instituciones y Políticas",Individual Course,Universitat Autònoma de Barcelona,"Governance And Society, Law",3 horas / semana,Beginner,es,https://www.coursera.org/learn/ue-historia-instituciones-politicas,4.6,139,Free Audit / Pay for Cert
Strategies for Audience Growth and Promoting Music Brands,Individual Course,GRAMMY GO,"Music And Art, Marketing","Four weeks of study, two to four hours per week",Beginner,en,https://www.coursera.org/learn/strategies-for-audience-growth-and-promoting-music-brands,N/A,7,Free Audit / Pay for Cert
CPS Design with ARM Core using MicroPython for Industries,Individual Course,L&T EduTech,"Electrical Engineering, Research Methods",,Intermediate,en,https://www.coursera.org/learn/design-of-cps,N/A,9,Free Audit / Pay for Cert
Build Intelligent Agents Using DeepSeek & N8N ,Individual Course,Board Infinity ,"Machine Learning, Software Development","4 weeks of study, 5 Hours/ Week",Beginner,en,https://www.coursera.org/learn/build-intelligent-agents-using-deepseek--n8n-workflows,4.0,39,Free Audit / Pay for Cert
IBM Storage Scale Remote Data Access,Individual Course,IBM ,"Data Management, Cloud Computing","4 weeks, 4 hours/week",Intermediate,en,https://www.coursera.org/learn/ibm-storage-scale-remote-data-access,5.0,10,Free Audit / Pay for Cert
XML Practical - Schemas,Individual Course,EDUCBA,Mobile And Web Development,,Intermediate,en,https://www.coursera.org/learn/xml-practical-schemas,4.3,12,Free Audit / Pay for Cert
Introduction and Course Outline,Individual Course,Rutgers the State University of New Jersey,"Leadership And Management, Personal Development",,Beginner,en,https://www.coursera.org/learn/globalprocurementandsourcing-first-course-1,4.6,52,Free Audit / Pay for Cert
Helping Your Organization Manage Risk and Crisis    ,Individual Course,University of Colorado Boulder,"Business Essentials, Personal Development","3 weeks of study, 1.5 hours per week. ",Beginner,en,https://www.coursera.org/learn/helping-your-organization-manage-risk-and-crisis,4.6,10,Free Audit / Pay for Cert
Data Science Companion,Individual Course,MathWorks,"Data Analysis, Machine Learning",Less than 2 hours.,Beginner,en,https://www.coursera.org/learn/data-science-companion-matlab,4.9,13,Free Audit / Pay for Cert
Anticoagulación,Individual Course,Universidad de los Andes,"Basic Science, Patient Care","5 semanas de estudio, 5 horas/semana",Intermediate,es,https://www.coursera.org/learn/anticoagulacion,4.9,100,Free Audit / Pay for Cert
"Cities, Climate and Change: Pathways and Opportunities",Individual Course,Lund University,"Environmental Science And Sustainability, Personal Development","5 weeks of study, 3 hours per week",Beginner,en,https://www.coursera.org/learn/cities-climate-and-change,4.8,13,Free Audit / Pay for Cert
AI Python for Beginners,Individual Course,DeepLearning.AI,"Software Development, Business Essentials",4 hours,Beginner,en,https://www.coursera.org/learn/ai-python-for-beginners,4.8,232,Free Audit / Pay for Cert
Container Creation and Orchestration Basics,Individual Course,Codio,"Cloud Computing, Networking",,Intermediate,en,https://www.coursera.org/learn/codio-container-creation-and-orchestration-basics,N/A,14,Free Audit / Pay for Cert
Bases Matemáticas: Derivadas,Individual Course,Universitat Politècnica de València,Math And Logic,"5 semanas, 4 - 5 horas por semana",Beginner,es,https://www.coursera.org/learn/bases-matematicas-derivadas,N/A,0,Free Audit / Pay for Cert
Architecting Google Kubernetes Engine: Foundations in italiano,Individual Course,Google Cloud,"Software Development, Design And Product","3 weeks of study, 6-8 hours/week",Intermediate,it,https://www.coursera.org/learn/foundations-google-kubernetes-engine-gke-it,N/A,1,Free Audit / Pay for Cert
Religious Transformation in Early China: the Period of Division,Individual Course,The Chinese University of Hong Kong,History,,Intermediate,en,https://www.coursera.org/learn/religious-transformation-early-china-the-period-of-division,4.8,39,Free Audit / Pay for Cert
Google Drive 日本語版,Individual Course,Google Cloud,Cloud Computing,"3 weeks of study, 6-8 hours/week",Beginner,ja,https://www.coursera.org/learn/google-drive-jp,N/A,0,Free Audit / Pay for Cert
Scaling Operations: Linking Strategy and Execution,Individual Course,Northwestern University,"Business Strategy, Business Essentials",2-4 hours/week,N/A,en,https://www.coursera.org/learn/operations-strategy,4.6,263,Free Audit / Pay for Cert
Mixed Methods Research: Bridging Qualitative & Quantitative,Individual Course,Coursera,"Research, Business Strategy",1 Hour,Beginner,en,https://www.coursera.org/learn/mixed-methods-research-bridging-qualitative--quantitative,N/A,5,Free Audit / Pay for Cert
